country,year,iso_code,population,gdp,biofuel_cons_per_capita,biofuel_consumption,biofuel_electricity,biofuel_share_energy,electricity_generation,energy_per_capita,oil_consumption,renewables_share_energy
Algeria,2000,DZA,30903894.0,208554150552.0,0.0,0.0,0.0,0.0,25.4,9705.756,103.132,0.05
Algeria,2001,DZA,31331226.0,223420294027.0,0.0,0.0,0.0,0.0,26.62,9920.229,106.775,0.061
Algeria,2002,DZA,31750832.0,245360923720.0,0.0,0.0,0.0,0.0,27.65,10139.907,118.397,0.049
Algeria,2003,DZA,32175813.0,273568638765.0,0.0,0.0,0.0,0.0,29.57,10471.285,123.174,0.214
Algeria,2004,DZA,32628286.0,296773569597.0,0.0,0.0,0.0,0.0,31.25,10720.079,128.747,0.194
Algeria,2005,DZA,33109258.0,326854481030.0,0.0,0.0,0.0,0.0,33.91,11062.512,134.213,0.408
Algeria,2006,DZA,33623505.0,345705309468.0,0.0,0.0,0.0,0.0,35.23,11278.422,139.846,0.153
Algeria,2007,DZA,34189420.0,371665260161.0,0.0,0.0,0.0,0.0,37.19,11688.989,156.39,0.15
Algeria,2008,DZA,34816963.0,395658515586.0,0.0,0.0,0.0,0.0,40.23,12165.246,169.916,0.176
Algeria,2009,DZA,35490442.0,418247711085.0,0.0,0.0,0.0,0.0,38.5,12647.33,180.134,0.2
Algeria,2010,DZA,36188237.0,450705801593.0,0.0,0.0,0.0,0.0,45.73,12130.873,181.612,0.108
Algeria,2011,DZA,36903374.0,482028679734.0,0.0,0.0,0.0,0.0,51.22,12586.607,192.228,0.221
Algeria,2012,DZA,37646165.0,498417638719.0,0.0,0.0,0.0,0.0,57.4,13485.354,204.395,0.211
Algeria,2013,DZA,38414176.0,512373332647.0,0.0,0.0,0.0,0.0,59.89,13978.61,213.576,0.061
Algeria,2014,DZA,39205035.0,531843509827.0,0.0,0.0,0.0,0.0,64.27,14937.195,221.925,0.11
Algeria,2015,DZA,40019528.0,551521739825.0,0.0,0.0,0.0,0.0,68.84,15430.422,236.148,0.091
Algeria,2016,DZA,40850719.0,569170418715.0,0.0,0.0,0.0,0.0,71.04,15103.672,229.564,0.137
Algeria,2017,DZA,41689302.0,577138830559.0,0.0,0.0,0.0,0.0,76.07,14962.943,225.512,0.232
Algeria,2018,DZA,42505033.0,584064441740.0,0.0,0.0,0.0,0.0,76.75,15753.894,227.786,0.271
Algeria,2019,DZA,43294551.0,589905104177.0,0.0,0.0,0.0,0.0,81.61,16037.789,236.951,0.277
Algeria,2020,DZA,44042094.0,559819958223.0,0.0,0.0,0.0,0.0,79.37,14733.604,211.925,0.283
Algeria,2021,DZA,44761099.0,578853830170.0,0.0,0.0,0.0,0.0,85.6,15808.98,221.204,0.238
Algeria,2022,DZA,45477391.0,595820067103.0,0.0,0.0,0.0,0.0,91.47,16145.337,226.91,0.228
Algeria,2023,DZA,46164222.0,,0.0,0.0,0.0,0.0,95.88,16994.377,238.203,0.227
Algeria,2024,DZA,46814302.0,,0.0,0.0,0.0,0.0,96.36,16237.188,250.971,0.242
Angola,2000,AGO,16194873.0,23512184116.0,0.0,0.0,0.0,,1.44,1893.218,,
Angola,2001,AGO,16747204.0,26015021059.0,0.0,0.0,0.0,,1.64,1982.507,,
Angola,2002,AGO,17327701.0,31389808151.0,0.0,0.0,0.0,,1.76,2038.03,,
Angola,2003,AGO,17943718.0,35081368421.0,0.0,0.0,0.0,,1.99,2187.965,,
Angola,2004,AGO,18600426.0,41307235678.0,0.0,0.0,0.0,,2.24,2298.005,,
Angola,2005,AGO,19291160.0,51967661783.0,0.0,0.0,0.0,,2.63,1815.006,,
Angola,2006,AGO,20015281.0,66749579296.0,0.0,0.0,0.0,,2.98,2215.237,,
Angola,2007,AGO,20778570.0,87086353818.0,0.0,0.0,0.0,,3.24,2511.339,,
Angola,2008,AGO,21578656.0,105593132748.0,0.0,0.0,0.0,,4.05,2818.649,,
Angola,2009,AGO,22414775.0,115247846475.0,0.0,0.0,0.0,,4.91,3137.766,,
Angola,2010,AGO,23294822.0,126984175354.0,0.0,0.0,0.0,,5.46,3278.897,,
Angola,2011,AGO,24218358.0,140477268750.0,0.0,0.0,0.0,,5.66,3298.733,,
Angola,2012,AGO,25177398.0,152476849129.0,0.0,0.0,0.0,,7.72,3419.703,,
Angola,2013,AGO,26165616.0,160032073258.0,0.0,0.0,0.0,,8.15,3570.166,,
Angola,2014,AGO,27160767.0,167750415635.0,0.0,0.0,0.04,,9.56,3800.598,,
Angola,2015,AGO,28157802.0,169333972139.0,0.0,0.0,0.04,,9.78,3852.95,,
Angola,2016,AGO,29183072.0,164965166058.0,0.0,0.0,0.05,,10.98,3330.99,,
Angola,2017,AGO,30234836.0,164717711409.0,0.0,0.0,0.05,,10.81,2774.095,,
Angola,2018,AGO,31297160.0,162550037080.0,0.0,0.0,0.05,,13.14,2910.07,,
Angola,2019,AGO,32375633.0,161408924528.0,0.0,0.0,0.05,,15.82,2937.561,,
Angola,2020,AGO,33451139.0,152308692850.0,0.0,0.0,0.05,,16.81,2281.591,,
Angola,2021,AGO,34532427.0,153971902307.0,0.0,0.0,0.05,,16.85,2491.884,,
Angola,2022,AGO,35635028.0,158346237030.0,0.0,0.0,0.05,,17.31,2713.824,,
Angola,2023,AGO,36749909.0,,0.0,0.0,0.05,,15.75,2680.342,,
Angola,2024,AGO,37885854.0,,0.0,0.0,0.05,,15.59,,,
Argentina,2000,ARG,37213986.0,536480965694.0,0.0,0.0,0.39,0.0,88.98,18907.803,269.796,11.557
Argentina,2001,ARG,37624817.0,514867255248.0,0.0,0.0,0.36,0.0,90.14,18268.281,250.165,15.036
Argentina,2002,ARG,38029345.0,460558541367.0,0.0,0.0,0.53,0.0,84.59,17306.4,236.546,15.335
Argentina,2003,ARG,38424283.0,503104157615.0,0.0,0.0,0.88,0.0,92.07,18341.469,240.754,13.613
Argentina,2004,ARG,38815915.0,550306327169.0,0.0,0.0,0.87,0.0,100.26,19351.779,261.026,11.465
Argentina,2005,ARG,39216786.0,601050418142.0,0.0,0.0,0.92,0.0,105.75,20306.785,272.524,12.032
Argentina,2006,ARG,39622113.0,652296814311.0,0.0,0.0,1.05,0.0,113.43,21100.816,286.841,12.678
Argentina,2007,ARG,40016767.0,714725198062.0,0.0,0.0,1.07,0.0,113.52,21717.797,316.039,10.024
Argentina,2008,ARG,40424151.0,747157417513.0,0.0,0.0,1.21,0.0,121.91,21746.203,318.089,9.872
Argentina,2009,ARG,40854832.0,705920838368.0,0.0,0.0,1.19,0.0,122.32,20858.098,301.671,11.193
Argentina,2010,ARG,41288694.0,785785170150.0,143.463,5.923,1.38,0.676,126.0,21368.264,325.734,11.092
Argentina,2011,ARG,41730655.0,837742673804.0,207.838,8.673,1.39,0.962,129.49,21743.625,338.197,10.412
Argentina,2012,ARG,42161718.0,829147409948.0,246.6,10.397,1.45,1.107,136.02,22393.107,360.937,9.701
Argentina,2013,ARG,42582453.0,849088398588.0,279.514,11.902,1.53,1.186,139.45,23705.746,410.63,10.134
Argentina,2014,ARG,43024071.0,827750786191.0,322.871,13.891,1.48,1.407,138.54,23080.285,393.066,10.396
Argentina,2015,ARG,43477011.0,850356641236.0,348.023,15.131,1.49,1.507,145.42,23230.486,400.862,10.275
Argentina,2016,ARG,43900312.0,832669278245.0,365.309,16.037,1.18,1.603,147.18,22909.215,389.203,9.586
Argentina,2017,ARG,44288898.0,856142153676.0,416.085,18.428,1.46,1.859,145.61,22511.016,377.068,10.445
Argentina,2018,ARG,44654876.0,833736983405.0,394.003,17.594,1.42,1.795,146.78,22081.684,356.335,10.824
Argentina,2019,ARG,44973469.0,817053926667.0,399.572,17.97,1.48,1.954,139.53,20582.312,320.132,11.417
Argentina,2020,ARG,45191960.0,735814250460.0,213.445,9.646,2.2,1.124,144.64,19117.824,282.339,11.833
Argentina,2021,ARG,45312282.0,812324184006.0,229.949,10.42,2.25,1.106,153.15,20925.615,340.616,10.947
Argentina,2022,ARG,45407904.0,854914363923.0,308.307,14.0,2.4,1.407,145.61,22049.938,383.512,12.01
Argentina,2023,ARG,45538402.0,,280.485,12.773,2.4,1.283,148.56,22053.053,370.755,14.1
Argentina,2024,ARG,45696153.0,,320.234,14.633,2.63,1.501,152.51,21513.947,339.032,14.803
Australia,2000,AUS,19132472.0,692059312020.0,0.0,0.0,0.89,0.0,216.83,68222.211,455.982,3.765
Australia,2001,AUS,19365438.0,713890072308.0,0.0,0.0,0.8,0.0,224.26,67924.375,457.085,3.655
Australia,2002,AUS,19595356.0,747065694937.0,0.0,0.0,1.27,0.0,223.49,68472.609,461.975,3.711
Australia,2003,AUS,19819449.0,774450991263.0,0.0,0.0,1.69,0.0,225.95,68662.977,460.26,3.797
Australia,2004,AUS,20046679.0,809792445090.0,0.0,0.0,2.82,0.0,229.23,70058.688,471.296,3.829
Australia,2005,AUS,20294490.0,840092380696.0,11.546,0.234,3.87,0.017,230.74,69494.242,478.702,4.095
Australia,2006,AUS,20590566.0,866678665246.0,36.871,0.759,3.93,0.052,237.99,71432.609,493.642,4.024
Australia,2007,AUS,20954545.0,911250727265.0,46.094,0.966,4.28,0.064,243.19,71877.82,506.27,3.786
Australia,2008,AUS,21370595.0,937889628737.0,59.859,1.279,3.7,0.084,245.38,71675.375,512.716,3.499
Australia,2009,AUS,21783014.0,963129933389.0,81.387,1.773,2.79,0.118,249.9,69299.156,504.141,3.722
Australia,2010,AUS,22141583.0,993853968687.0,116.374,2.577,2.44,0.171,250.97,68144.984,519.306,4.088
Australia,2011,AUS,22479779.0,1024000293343.0,136.462,3.068,2.57,0.197,256.28,69333.531,547.06,5.392
Australia,2012,AUS,22852648.0,1062662906305.0,130.478,2.982,3.1,0.195,250.66,67218.164,561.419,5.4
Australia,2013,AUS,23236271.0,1086068056518.0,125.729,2.921,3.33,0.188,249.56,66946.461,578.037,6.173
Australia,2014,AUS,23595599.0,1113888062929.0,127.26,3.003,3.55,0.192,247.65,66387.727,575.428,5.663
Australia,2015,AUS,23947997.0,1139303344945.0,94.392,2.26,3.68,0.142,253.99,66879.32,570.779,5.955
Australia,2016,AUS,24329963.0,1169967279612.0,61.661,1.5,3.63,0.094,258.23,66045.68,572.201,6.785
Australia,2017,AUS,24731044.0,1197832839959.0,61.576,1.523,3.56,0.095,258.97,64778.02,599.949,6.373
Australia,2018,AUS,25119700.0,1231576952488.0,63.743,1.601,3.59,0.099,262.63,64726.418,610.595,7.848
Australia,2019,AUS,25482714.0,1255505542015.0,59.607,1.519,3.47,0.091,265.9,65938.531,604.199,8.407
Australia,2020,AUS,25743787.0,1232259790388.0,46.858,1.206,3.41,0.077,265.15,61584.258,522.173,10.292
Australia,2021,AUS,25956417.0,1296705194119.0,47.686,1.238,3.34,0.078,267.45,61230.445,535.72,12.283
Australia,2022,AUS,26200987.0,1344251444393.0,50.683,1.328,3.19,0.081,272.92,63386.535,569.0,13.247
Australia,2023,AUS,26451126.0,,47.6,1.259,3.13,0.077,273.11,62658.078,602.696,14.323
Australia,2024,AUS,26713206.0,,46.044,1.23,2.99,0.074,281.64,62595.039,620.483,14.733
Austria,2000,AUT,8012929.0,280410163017.0,0.0,0.0,1.53,0.0,59.64,49316.637,145.702,31.268
Austria,2001,AUT,8042233.0,285335695766.0,0.0,0.0,1.67,0.0,60.98,50557.285,155.139,29.411
Austria,2002,AUT,8081640.0,291231427735.0,0.0,0.0,1.52,0.0,60.63,50339.801,157.876,28.923
Austria,2003,AUT,8122604.0,294489280951.0,0.0,0.0,1.65,0.0,57.97,50193.703,167.63,24.121
Austria,2004,AUT,8173496.0,303692479841.0,0.0,0.0,1.91,0.0,61.85,51686.262,170.164,26.119
Austria,2005,AUT,8229204.0,311441138652.0,87.737,0.722,2.43,0.17,64.37,52416.992,170.741,26.317
Austria,2006,AUT,8269901.0,323236897651.0,349.809,2.893,3.23,0.69,62.21,51495.746,169.869,26.99
Austria,2007,AUT,8296948.0,336303973991.0,415.035,3.444,4.06,0.833,62.83,50628.93,163.243,29.094
Austria,2008,AUT,8323250.0,342892519161.0,464.426,3.866,4.16,0.926,64.38,51008.945,158.703,29.577
Austria,2009,AUT,8345073.0,331119036991.0,588.794,4.914,4.28,1.221,66.21,49103.516,149.565,32.548
Austria,2010,AUT,8365087.0,338832243101.0,620.253,5.188,4.48,1.252,67.82,50394.973,154.078,30.113
Austria,2011,AUT,8393272.0,349713455451.0,608.325,5.106,4.56,1.311,62.2,47165.023,145.069,29.158
Austria,2012,AUT,8431599.0,352093108730.0,630.824,5.319,4.68,1.309,68.65,49148.723,142.342,34.498
Austria,2013,AUT,8481411.0,352182904722.0,615.28,5.218,4.7,1.295,64.55,48441.508,145.649,34.024
Austria,2014,AUT,8547812.0,354511819035.0,603.352,5.157,4.55,1.332,61.55,46197.699,141.401,35.017
Austria,2015,AUT,8644037.0,358108266932.0,619.262,5.353,4.65,1.376,61.78,45856.262,142.845,33.052
Austria,2016,AUT,8737920.0,365232738553.0,614.051,5.366,4.78,1.336,64.87,46881.992,146.155,34.026
Austria,2017,AUT,8798779.0,373481694490.0,608.234,5.352,4.92,1.306,67.09,47457.57,146.429,33.213
Austria,2018,AUT,8841653.0,382540042762.0,584.809,5.171,4.93,1.29,64.67,46190.699,148.913,33.139
Austria,2019,AUT,8880876.0,388344674039.0,581.848,5.167,4.66,1.231,70.69,48188.984,153.201,34.189
Austria,2020,AUT,8921402.0,363281092036.0,518.058,4.622,4.59,1.179,69.03,44852.156,133.029,36.88
Austria,2021,AUT,8967053.0,379835198584.0,540.527,4.847,4.48,1.216,66.67,45314.195,140.215,34.638
Austria,2022,AUT,9064678.0,398815419150.0,507.998,4.605,4.75,1.229,64.47,42122.105,135.031,35.134
Austria,2023,AUT,9130434.0,,592.015,5.405,4.56,1.404,70.98,43148.035,134.105,40.022
Austria,2024,AUT,9120815.0,,578.877,5.28,4.67,1.312,78.47,45208.309,131.877,43.347
Azerbaijan,2000,AZE,8174784.0,34255707098.0,0.0,0.0,0.0,0.0,18.68,16153.973,74.691,3.233
Azerbaijan,2001,AZE,8251776.0,36862177017.0,0.0,0.0,0.0,0.0,18.96,15418.192,47.594,2.83
Azerbaijan,2002,AZE,8326141.0,40295217200.0,0.0,0.0,0.0,0.0,18.68,15086.057,43.698,4.419
Azerbaijan,2003,AZE,8400528.0,44994637993.0,0.0,0.0,0.0,0.0,21.26,16193.649,50.912,4.963
Azerbaijan,2004,AZE,8489874.0,50107477354.0,0.0,0.0,0.0,0.0,21.72,18127.234,54.573,4.866
Azerbaijan,2005,AZE,8597248.0,64019175136.0,0.0,0.0,0.0,0.0,22.84,19405.906,63.799,4.864
Azerbaijan,2006,AZE,8711380.0,87026407066.0,0.0,0.0,0.0,0.0,24.51,18836.461,57.113,4.114
Azerbaijan,2007,AZE,8828313.0,109944254894.0,0.0,0.0,0.0,0.0,21.82,17112.117,56.479,4.173
Azerbaijan,2008,AZE,8942637.0,123130002462.0,0.0,0.0,0.0,0.0,21.62,16903.684,44.338,3.906
Azerbaijan,2009,AZE,9046336.0,136020226283.0,0.0,0.0,0.0,0.0,18.85,14389.062,37.847,4.673
Azerbaijan,2010,AZE,9146852.0,144296577620.0,0.0,0.0,0.0,0.0,18.67,14041.92,37.244,7.021
Azerbaijan,2011,AZE,9256156.0,145980469968.0,0.0,0.0,0.0,0.0,20.27,15745.113,48.97,4.771
Azerbaijan,2012,AZE,9376179.0,149196415149.0,0.0,0.0,0.0,0.0,22.97,16007.676,51.289,3.133
Azerbaijan,2013,AZE,9504417.0,157913964589.0,0.0,0.0,0.09,0.0,23.25,16225.271,55.715,2.612
Azerbaijan,2014,AZE,9631136.0,162332395164.0,0.0,0.0,0.08,0.0,24.63,16326.349,54.86,2.288
Azerbaijan,2015,AZE,9752859.0,164036906588.0,0.0,0.0,0.09,0.0,24.57,17618.029,55.601,2.596
Azerbaijan,2016,AZE,9868434.0,159010796104.0,0.0,0.0,0.09,0.0,24.85,17246.135,55.193,3.145
Azerbaijan,2017,AZE,9968510.0,159255674569.0,0.0,0.0,0.09,0.0,24.22,16748.137,55.699,2.868
Azerbaijan,2018,AZE,10039782.0,161644514845.0,0.0,0.0,0.08,0.0,25.13,17546.863,62.741,2.817
Azerbaijan,2019,AZE,10110483.0,165653307401.0,0.0,0.0,0.1,0.0,25.95,18385.926,63.159,2.451
Azerbaijan,2020,AZE,10181736.0,158697520949.0,0.0,0.0,0.1,0.0,25.75,18162.768,57.751,1.79
Azerbaijan,2021,AZE,10234372.0,167584576527.0,0.0,0.0,0.1,0.0,27.79,19302.547,65.339,1.93
Azerbaijan,2022,AZE,10295307.0,175370552026.0,0.0,0.0,0.1,0.0,28.94,20425.451,69.259,2.188
Azerbaijan,2023,AZE,10318209.0,,0.0,0.0,0.11,0.0,29.09,21072.756,72.102,2.294
Azerbaijan,2024,AZE,10336577.0,,0.0,0.0,0.1,0.0,27.84,20137.387,70.994,4.303
Bahrain,2000,BHR,669589.0,11032289188.0,0.0,0.0,0.0,,13.86,167083.141,,
Bahrain,2001,BHR,699964.0,12074987722.0,0.0,0.0,0.0,,14.62,165423.172,,
Bahrain,2002,BHR,752205.0,13787453002.0,0.0,0.0,0.0,,15.26,164246.484,,
Bahrain,2003,BHR,811276.0,16535287306.0,0.0,0.0,0.0,,15.7,159109.156,,
Bahrain,2004,BHR,871446.0,19633464819.0,0.0,0.0,0.0,,16.15,153438.219,,
Bahrain,2005,BHR,932618.0,22873324996.0,0.0,0.0,0.0,,19.37,160842.312,,
Bahrain,2006,BHR,994626.0,26149797771.0,0.0,0.0,0.0,,21.04,160915.672,,
Bahrain,2007,BHR,1057419.0,30119518073.0,0.0,0.0,0.0,,21.72,155404.359,,
Bahrain,2008,BHR,1120718.0,33548850204.0,0.0,0.0,0.0,,22.82,153545.766,,
Bahrain,2009,BHR,1183616.0,35937223742.0,0.0,0.0,0.0,,22.56,143941.156,,
Bahrain,2010,BHR,1213248.0,39778047298.0,0.0,0.0,0.0,,23.82,141961.703,,
Bahrain,2011,BHR,1206733.0,43727144774.0,0.0,0.0,0.0,,24.34,141220.125,,
Bahrain,2012,BHR,1216307.0,45357290589.0,0.0,0.0,0.0,,24.77,150511.938,,
Bahrain,2013,BHR,1257206.0,47813841200.0,0.0,0.0,0.0,,25.91,161939.016,,
Bahrain,2014,BHR,1312857.0,49894227022.0,0.0,0.0,0.0,,27.26,153717.312,,
Bahrain,2015,BHR,1369656.0,51134096686.0,0.0,0.0,0.0,,28.49,148644.031,,
Bahrain,2016,BHR,1429609.0,52953446666.0,0.0,0.0,0.0,,28.52,142093.938,,
Bahrain,2017,BHR,1482003.0,55226208950.0,0.0,0.0,0.0,,29.23,141021.281,,
Bahrain,2018,BHR,1497634.0,56391482183.0,0.0,0.0,0.0,,29.55,140424.391,,
Bahrain,2019,BHR,1485675.0,57613480945.0,0.0,0.0,0.0,,33.11,155660.703,,
Bahrain,2020,BHR,1483081.0,54937336615.0,0.0,0.0,0.0,,33.38,152081.188,,
Bahrain,2021,BHR,1501762.0,56404169544.0,0.0,0.0,0.0,,33.91,156362.641,,
Bahrain,2022,BHR,1533460.0,58769760175.0,0.0,0.0,0.0,,35.68,161782.953,,
Bahrain,2023,BHR,1569674.0,,0.0,0.0,0.0,,37.47,164932.516,,
Bahrain,2024,BHR,1607059.0,,0.0,0.0,0.0,,37.95,,,
Bangladesh,2000,BGD,134544303.0,200824294390.0,0.0,0.0,0.0,0.0,15.94,1012.713,39.488,1.625
Bangladesh,2001,BGD,136805810.0,213164797419.0,0.0,0.0,0.0,0.0,17.38,1138.044,47.167,1.831
Bangladesh,2002,BGD,138933659.0,226285297151.0,0.0,0.0,0.0,0.0,18.95,1124.599,42.876,1.454
Bangladesh,2003,BGD,140970355.0,242325893842.0,0.0,0.0,0.0,0.0,20.07,1171.225,43.894,1.353
Bangladesh,2004,BGD,142902857.0,260372737862.0,0.0,0.0,0.0,0.0,25.13,1228.083,45.732,1.233
Bangladesh,2005,BGD,144715789.0,280264340330.0,0.0,0.0,0.0,0.0,26.96,1314.626,46.996,1.123
Bangladesh,2006,BGD,146405983.0,303255436424.0,0.0,0.0,0.0,0.0,30.16,1406.255,47.272,1.051
Bangladesh,2007,BGD,147989282.0,327072515722.0,0.0,0.0,0.0,0.0,30.99,1430.873,45.713,1.037
Bangladesh,2008,BGD,149474264.0,349461394439.0,0.0,0.0,0.0,0.0,34.23,1491.569,45.394,1.224
Bangladesh,2009,BGD,150873716.0,372693237092.0,0.0,0.0,0.0,0.0,37.23,1626.153,42.926,0.513
Bangladesh,2010,BGD,152201978.0,400087800634.0,0.0,0.0,0.0,0.0,40.86,1649.613,47.633,0.834
Bangladesh,2011,BGD,153591074.0,431418704062.0,0.0,0.0,0.0,0.0,44.22,1768.521,60.02,0.995
Bangladesh,2012,BGD,155070110.0,458456647637.0,0.0,0.0,0.0,0.0,48.62,1902.543,68.357,0.846
Bangladesh,2013,BGD,156532134.0,486135250102.0,0.0,0.0,0.0,0.0,53.34,1958.554,69.64,0.813
Bangladesh,2014,BGD,157964931.0,516793803718.0,0.0,0.0,0.0,0.0,56.05,2016.64,76.665,0.686
Bangladesh,2015,BGD,159383179.0,552104723056.0,0.0,0.0,0.0,0.0,59.29,2416.201,92.684,0.793
Bangladesh,2016,BGD,160811934.0,589932630231.0,0.0,0.0,0.0,0.0,69.09,2404.679,96.11,0.74
Bangladesh,2017,BGD,162186146.0,630957812405.0,0.0,0.0,0.0,0.0,73.45,2484.585,108.254,0.857
Bangladesh,2018,BGD,163523109.0,678912369102.0,0.0,0.0,0.0,0.0,79.15,2631.359,124.194,0.708
Bangladesh,2019,BGD,164913060.0,717214595514.0,0.0,0.0,0.0,0.0,85.11,2926.16,121.873,0.64
Bangladesh,2020,BGD,166298024.0,754358367084.0,0.0,0.0,0.0,0.0,85.46,2750.767,102.776,0.653
Bangladesh,2021,BGD,167658855.0,807308397444.0,0.0,0.0,0.0,0.0,95.65,2937.336,140.567,0.671
Bangladesh,2022,BGD,169384891.0,858143907016.0,0.0,0.0,0.0,0.0,102.25,3023.729,166.144,0.693
Bangladesh,2023,BGD,171466986.0,,0.0,0.0,0.0,0.0,100.73,2954.849,139.369,0.79
Bangladesh,2024,BGD,173562366.0,,0.0,0.0,0.0,0.0,101.74,3048.313,160.466,1.095
Belarus,2000,BLR,9991310.0,91419114455.0,0.0,0.0,0.0,0.0,26.1,25522.084,91.411,0.029
Belarus,2001,BLR,9938068.0,94624119098.0,0.0,0.0,0.0,0.0,25.07,24945.643,88.449,0.033
Belarus,2002,BLR,9873451.0,98263269227.0,0.0,0.0,0.0,0.0,26.46,25976.342,93.126,0.031
Belarus,2003,BLR,9803175.0,103937865617.0,0.0,0.0,0.0,0.0,26.63,25966.264,94.287,0.03
Belarus,2004,BLR,9735089.0,114486408721.0,0.0,0.0,0.0,0.0,31.2,29278.977,92.366,0.032
Belarus,2005,BLR,9667833.0,123858071551.0,0.0,0.0,0.0,0.0,30.96,29386.727,85.994,0.035
Belarus,2006,BLR,9608041.0,134673942572.0,0.0,0.0,0.0,0.0,31.81,31443.652,100.911,0.034
Belarus,2007,BLR,9563135.0,144615680573.0,0.0,0.0,0.01,0.0,31.83,30819.047,91.785,0.047
Belarus,2008,BLR,9529357.0,157577029170.0,8.628,0.082,0.03,0.028,35.05,31336.238,91.367,0.097
Belarus,2009,BLR,9507334.0,156010272888.0,24.864,0.236,0.07,0.084,30.37,29715.518,105.462,0.193
Belarus,2010,BLR,9490752.0,166239903113.0,41.151,0.391,0.09,0.128,34.9,32263.109,90.624,0.252
Belarus,2011,BLR,9472738.0,173120303880.0,33.635,0.319,0.1,0.106,32.19,31742.064,98.655,0.244
Belarus,2012,BLR,9463075.0,175940441074.0,35.841,0.339,0.13,0.104,30.81,34368.988,121.08,0.257
Belarus,2013,BLR,9464454.0,177632980571.0,28.234,0.267,0.15,0.091,31.51,31085.303,90.81,0.305
Belarus,2014,BLR,9472704.0,180627882895.0,30.38,0.288,0.16,0.098,34.74,31127.623,93.064,0.295
Belarus,2015,BLR,9487289.0,173709821418.0,23.833,0.226,0.19,0.085,34.09,28138.871,78.404,0.346
Belarus,2016,BLR,9499066.0,169304543676.0,21.64,0.206,0.18,0.075,33.57,28718.361,84.304,0.405
Belarus,2017,BLR,9495793.0,173606575679.0,21.647,0.206,0.19,0.074,34.51,29259.266,83.84,0.726
Belarus,2018,BLR,9480031.0,179054352755.0,15.178,0.144,0.21,0.047,38.99,32402.701,97.424,0.596
Belarus,2019,BLR,9435415.0,181643469714.0,17.428,0.164,0.34,0.053,40.46,32726.744,99.327,0.723
Belarus,2020,BLR,9350943.0,180420997693.0,0.0,0.0,0.59,0.0,38.54,30643.369,95.61,0.943
Belarus,2021,BLR,9251368.0,184521985376.0,0.0,0.0,0.55,0.0,41.25,33803.074,97.095,1.106
Belarus,2022,BLR,9173240.0,175773799265.0,0.0,0.0,0.5,0.0,37.18,33086.91,92.662,1.147
Belarus,2023,BLR,9115679.0,,0.0,0.0,0.53,0.0,41.74,33297.785,91.938,1.027
Belarus,2024,BLR,9056696.0,,0.0,0.0,0.55,0.0,45.82,34632.566,92.523,0.969
Belgium,2000,BEL,10251719.0,345706865981.0,0.0,0.0,0.57,0.0,82.79,72509.641,359.535,0.418
Belgium,2001,BEL,10287005.0,349015220419.0,0.0,0.0,0.6,0.0,78.63,71630.055,365.036,0.434
Belgium,2002,BEL,10332975.0,355705534550.0,0.0,0.0,0.72,0.0,80.94,70983.867,366.563,0.465
Belgium,2003,BEL,10376262.0,358937085300.0,0.0,0.0,0.86,0.0,83.57,73407.07,387.416,0.473
Belgium,2004,BEL,10421298.0,372499172102.0,0.0,0.0,1.04,0.0,82.91,73370.898,392.122,0.589
Belgium,2005,BEL,10478883.0,380840056202.0,0.0,0.0,1.59,0.0,84.38,72156.344,389.986,0.844
Belgium,2006,BEL,10548445.0,390874955040.0,0.0,0.0,2.23,0.0,83.34,71881.797,388.743,1.178
Belgium,2007,BEL,10625488.0,404721960651.0,0.0,0.0,2.6,0.0,86.81,71852.602,392.629,1.378
Belgium,2008,BEL,10709711.0,408290544814.0,0.0,0.0,3.33,0.0,83.06,72432.766,411.841,1.718
Belgium,2009,BEL,10812936.0,399489943721.0,141.051,1.525,3.95,0.214,89.76,66203.031,360.922,2.494
Belgium,2010,BEL,10936619.0,411261674695.0,378.272,4.137,4.38,0.543,93.04,69929.078,374.983,3.125
Belgium,2011,BEL,11038624.0,420934235947.0,370.58,4.091,4.63,0.576,89.28,64655.848,350.517,3.983
Belgium,2012,BEL,11107522.0,424045845634.0,363.817,4.041,5.24,0.593,81.51,61664.453,337.581,4.996
Belgium,2013,BEL,11160277.0,425993254852.0,358.199,3.998,5.03,0.573,81.95,62894.422,345.841,5.28
Belgium,2014,BEL,11210113.0,432717694183.0,428.317,4.801,4.41,0.742,71.2,58059.273,338.911,5.938
Belgium,2015,BEL,11275332.0,441551470878.0,266.034,3.0,5.49,0.458,68.43,58306.633,348.062,6.551
Belgium,2016,BEL,11332707.0,447144517813.0,445.886,5.053,5.36,0.717,84.31,62607.219,352.991,6.264
Belgium,2017,BEL,11376583.0,454386396677.0,479.383,5.454,5.7,0.766,85.34,62940.031,357.474,6.819
Belgium,2018,BEL,11428608.0,462533269863.0,472.715,5.402,5.4,0.76,73.87,62492.762,383.168,7.262
Belgium,2019,BEL,11490623.0,472897988852.0,471.685,5.42,5.15,0.739,92.69,64258.418,358.856,7.77
Belgium,2020,BEL,11540102.0,447544069854.0,651.925,7.523,5.26,1.142,88.29,57530.324,307.183,10.457
Belgium,2021,BEL,11570843.0,474995824355.0,717.898,8.307,4.71,1.134,99.4,63805.598,341.012,9.202
Belgium,2022,BEL,11641814.0,489678394377.0,740.169,8.617,4.93,1.25,94.33,59651.605,331.872,10.436
